Protein IDs	Only identified by site
Q9ULV3;H0Y5D5;Q9BTG3;Q5SYW2;F5H2X7;Q9ULV3-5;Q9ULV3-3;Q9ULV3-4;Q9ULV3-2	
F5H324;P51690;F5GYY5	
Q9BRY0;F5H385	
F5H3F0	+
Q9Y644;F5H3H7;J3QLN0	
Q99816;F5H442;Q99816-2;J3QKS4;J3QRU6	
P55209;F5H4R6;H0YIV4;P55209-2;F8VY35;F8W0J6;H0YH88;F8VUX1;H0YHC3;F8W020;F8VVB5;B7Z4K9	
Q16342;F5H4V9;Q16342-3;F5GWT2;J3QK82;A0A087WYJ3;Q16342-5;Q16342-2;Q16342-4	
Q9H3J6;F5H4X5;F5GWJ6;Q9H3J6-2	
Q96DB9;F5H4X8;Q96DB9-2	
Q76I76;F5H527;K7EKN7;Q76I76-4	
Q9Y6R4;Q9Y6R4-2;J3KNB8;F5H538;F5H4R1	
Q9BQE3;F5H5D3;F8VVB9;F8VS66;F8VRZ4;F8VWV9;F8VX09;F8VRK0;F8W0F6;Q9H853;F8VXZ7	
Q12849;F5H5I6;H0Y8R1;H0YAK1;Q12849-5;H0YAM1	
P12694;F5H5P2;P12694-2;F5GXU9;M0R0C8;H0YH31	
Q86XA9;F5H619;Q86XA9-2;H7C5W6;H0YIW3;Q86XA9-3;F8VQQ6;H0YHE0;H0YHS5	
F5H6I7	
Q9UPR5;F5H6L7	
F5H6T1	+
Q9Y3E0;F5H6U7;F5GWD8;F5GXH6;G3V1U5	
Q96GC5;F5H702;Q96GC5-3;F5H8D0	
J3KSL5;F5H757;P49447;J3QS47;J3QRH5	
O75581;F5H7J9;H0YGW5	
Q96C57;G5EA44;F5H7W8;E7ENF1;F5H3K2;F5H8B7	
F5H7Y6;E7ESV4;F5GX62;F5H004;F5H6R7;F5H0B7;F5H500;F5GYB5;F5H077;F5GWU8;F5H491;F5H4H0;F5GYH7;F8WBC0	+
F5H836	
P08709;F5H8B0;P08709-2	
F5H8D7;M0QZ96;M0R1U8	
Q03426;F5H8H2;F5H092;F5GXC0;F5H163;A0A0B4J236;F5H368	
F6QDS0;I3L352;Q9NUU7-2;H3BTX1;H0YD26	
F6QUN3	+
Q8NDZ2;F6R0L0;Q8NDZ2-2	
F6R6M7	+
Q9BQI5-4;F6R8P8;Q9BQI5-5;Q9BQI5;Q9BQI5-2;Q9BQI5-3	
Q99571;F6SFZ6;Q99571-3;Q99571-2;H0YF70;F5H1M6;F5GZQ9	
Q9UBP4;F6SYF8;E9PKW6;E9PKK9;E9PHY3	
Q6L8Q7;F6T1Q0;Q6L8Q7-2	
Q9Y2W6;Q5SZR4;F6TB26;Q9Y2W6-3;E9PKN8;B7ZAG4	
Q92569;F6TDL0;Q92569-3;Q92569-2;Q5T4P3	+
Q9NWX5;F6TX30;Q9NWX5-2	
F6U1T9;P63098;D3YTA9;Q96LZ3	
Q5T013;F6UJY1;E7EWH8;J9JIE9;A0A0A0MTR5;Q5T013-3;H0YB70;F6UJY9;H0YB18	
Q8NFZ0;F6UZG9;Q8NFZ0-2	
Q16816;F6VCX5;Q16816-2;C9JME8;C9J2Q6;F8WD25	
Q6ZW76;F6WF08;D3DUE4;Q6ZW76-2;K7EPL7;K7ELU8;K7EJS9;K7ERF3;K7EPP4;K7ELP3;K7EQE0;K7ERY3;K7EJX3;K7EM53;K7EPY5;K7EKD2;K7ERR7;K7EJY2	
F6WLT2	+
F6X3N5	+
Q9BPX6;F6XEV2;Q9BPX6-3;Q9BPX6-2;Q9BPX6-5;Q9BPX6-4;E9PQV6;S4R3D7;S4R3V1;S4R3W3	
Q9Y6D0;F6XHT0;F8WAX7	
Q8N283;F6XZD3	
O00220;F8U8C0	
F8VPE8;F8VWV4	+
Q8TAD7;F8VQD4	
Q9BSB4;F8VQD9;F8VVA0;H3BMZ4	
F8VQZ7;P50579-2;F8VRR3;F8VY03;F8VZX9	+
F8VRH0	
O95398;O95398-3;F8VRX1;H0YHS2;O95398-2;F8VXK1;F8W0N0	
P25208;F8VSL3	
F8VU34	
Q9UIF9;J3KPG5;F8VU39;Q9UIF9-2;Q9UIF9-3;A0A0C4DGI9;H0YII3;H0YHL2;H0YHQ7	
Q9NYL4;F8VU90;Q9NYL4-2;H0YHM7;E9PAR0	
F8VUF6;F8VXZ8;F8VX58;F8VNW0;F8VU58;F8VSI3;P07585-5	
Q8N4A0;F8VUJ3;Q8N4A0-2	
F8VV04;Q15020-2;F8W667;F8VVK9;F8VZM2;Q15020-3	
Q9NZN8;F8VV52;Q9NZN8-4;Q9NZN8-5;F8VP97;Q9NZN8-2;F8VRS8;F8W145;F8VVY1;F8VUB4;F8VX63;F8VQD8;F8VQF4;A0A087X050;Q9NZN8-3;F8VWH8;H0YI11;H0YH84;F8VVD4;F8VRJ3	
F8VV59;F8W118;B7Z9C2;P55209-3;F8VRJ2	
F8VVE3	+
P55211;F8VVS7;Q5JRU2;P55211-2;P55211-4;H0Y3S8;Q5JRU8;P55211-3;A0A087WX72;F8VWA5	
Q86VP3;F8VW41;Q86VP3-4;Q86VP3-3;Q86VP3-2;F8VX22	
F8VWE0;Q12999;F8VW54;F8VS78	
P08962;F8W022;F8VWK8;P08962-2;F8VV56;P08962-3;F8VNT9;F8VX62	
F8VWL3;Q96M96;B7Z493;E9PJX4;F8W1R0;Q96M96-2;E9PNX0;E9PQT1;Q96M96-3;J3KSS3;F8VVF1;H0YDQ0	
F8VWQ5	
F8VWU0	
Q8NCJ5;F8VWW7;H0YI85;B7Z1Y3	
Q9H2H9;F8VX04	
F8VX07	
F8VX32;E7ESB2;E7EQS5;F5GZY3	
F8VX93	
Q8TAQ2-2;F8VXC8;Q8TAQ2-3;F8VZW6	
Q99590;F8VXG7;Q99590-2;A0A0A0MTP7;A0A087WTB7	
F8VXI6	+
F8VXI9	
P00973;P00973-2;F8VXY3;P00973-4;P00973-3;H0YI20;F8VUC8;H0YIB8	
P0DJD0;F8VYC4;P0DJD1	+
P36873;P36873-2;F8VYE8;F8VR82;F8W0W8;A0A087WYY5	
Q9UPW8;F8VZH8;F8W0P6;H7BXE5;F8W059	
F8VZS0	+
F8VZX1	+
F8VZX2;F8W0G4;F8VXH9;F8W1G6;H3BND9	
Q00872;Q00872-2;F8VZY0;Q00872-3;Q00872-9;Q00872-10;Q00872-4;Q00872-6;Q00872-5;F8VZE0;Q00872-8;Q00872-7;G3V1V7;G3XAI7;F8W1Z9	
F8W031;F8VXJ7;F8VP03;F8W1K5;F8W1U5;H0YIH9	
Q9GZN1;F8W057;F8VP72;F8W043;F8W0Q1;F8VSD1;G3V1Y1;Q9GZN1-2;F8VRL1	
F8W079	
F8W0A3	+
F8W0P7	
Q8NEY8-2;F8W0Q9;Q8NEY8-9;Q8NEY8-8;Q8NEY8-6;F8WF16;B7Z8L1;Q8NEY8-5;F8VPY7;F8VWU8;F8VRK2;F8VXV7;Q8NEY8-7;F8VP48;REV__K7EN69	
P54819;F8W1A4;P54819-2;P54819-6;P54819-5;F8VY04;P54819-4;F8VZG5;G3V213;F8VPP1	
F8W1B7	+
F8W1H0	+
F8W1J4	+
F8W543	+
F8W6L3;H0YJL0	+
Q9NYG2;F8W6M3;Q9NYG2-2;C9JIA9;H0Y6A5	
F8W6X9;Q7Z5N4;A0A087WTQ6;Q7Z5N4-3;H7C255;Q7Z5N4-2	
O00423;O00423-3;F8W717;G3V3N9;G3V500;G3V4U5;G3V5C8;G3V497;G3V4H6;G3V538;H0YJK4;H0YJY3;G3V3J1;H0YJD8	
F8W726;Q14157;Q14157-3;Q14157-5;Q14157-1;Q14157-4;Q5VU77;Q5VU79;Q5VU78;Q5VU81;Q5VU80;H0Y5H6;H7C2T8	
Q9H9S3;Q9H9S3-3;F8W776;Q9H9S3-2;Q8TC24;H7C1S8	
Q5BJE1;F8W7A7;Q5BJE1-3;Q5BJE1-2;Q5BJE1-4;A0A0A0MS97;J3KSU3	+
F8W7C6;A0A087WV22;H7C123;H7C2C5;Q96L21;H7C2U2	
F8W7G1;F8WEX3	
Q8NAN2;F8W7S1;Q8NAN2-2	
F8W7S5	
F8W876;P48740-3;C9JMA2	
F8W8C2	
P20807;F8W8F5;P20807-2;P20807-3;H3BSA2;H3BMH1;P20807-4	
P31483;F8W8I6;P31483-3;E5RGV5;E5RG67	
O43493;O43493-2;J3KQ45;F8W8W7;O43493-5;O43493-3;O43493-4;O43493-6	
Q8N4H5;F8W8Z9;Q8N4H5-3;Q8N4H5-2;H3BUX3;H0YFG9	
Q9Y6M1;F8W930;Q9Y6M1-1;Q9Y6M1-5;Q9Y6M1-6;Q9Y6M1-3;Q9Y6M1-4	
Q12912;F8W9L6;Q12912-2;F5H006;H0YJC6;F8VRE4;G3V513;H0YJ39;G3V2F6	
F8W9L8;A8MW92;A0A0A0MQS0;A8MW92-4;A8MXR8;A8MW92-2;A8MUE8;E9PM57;H0YC05;A0A0D9SG14	
Q5SR50;F8W9P4;O00329-2	
P43250;P43250-2;F8W9W2;P43250-3	
Q567U6;F8W9X7;H7C050	
P45378;P45378-6;F8WA37;P45378-5;P45378-7;P45378-3;H9KVA2;P45378-2;P45378-4;C9JCA5;C9JZN9	
Q13613;F8WA39;Q13613-2;H0YDX3;Q8NEC6;E9PIH9;F8W764;F8W8S8;H7BZJ1;H7C406;E9PPP8	
Q9P0K1;Q9P0K1-2;F8WAD8;Q9P0K1-4;Q9P0K1-3;Q9P0K1-5;E7EPF1	
Q9H8H2;F8WAJ0;Q9H8H2-2;Q9H8H2-4;Q9H8H2-3	
Q9P2Q2;F8WAN4;Q5T376;Q5T378;C9J7M5;C9JA15;C9JAW0;C9J6Q2	
F8WAU4	+
F8WB06;F8WB05	+
F8WF27;F8WBG6;Q8NE91;P30408	
F8WC41	+
O77932;F8WC68	
P63027;J3QRU4;F8WCA0;L7N2F9;K7ENK9;K7EKX0	
F8WD26;J3KP06;E9PMT2;A0A0A0MTE2;H0Y424;E9PRE3;E9PRJ0	
F8WD64;Q69YW2	
F8WDK9	
Q96FZ5;F8WDZ3;Q96FZ5-2	
Q9NS91;F8WE49;C9J0Q4	
Q8NET5;F8WE95	
F8WE98	+
Q9H3L0;F8WEC0	
G3V0G6	
P49821;G3V0I5;P49821-2;B4DE93;E9PMX3;E9PQP1;E9PLC6;E9PPS5;E9PJL9;E9PPR0;H0YE81;H0YD04;E9PPD6	
Q9UGN5;G3V167;Q9UGN5-2;H0YH02	
Q9NY33;G3V1D3;G3V180;Q9NY33-4;Q9NY33-2;E9PQ14;E9PPK9;E9PKK8;E9PNX5;E9PQF2	
G3V192;G3V1D1;E9PPQ4	+
P57764;G3V1A6;E9PIB2;E9PNZ0;E9PQR9;E9PQ48;E9PRF1;H0YDB0	
G3V1B9;E9PNW2	+
G3V1C3;Q9BZZ5-1;Q9BZZ5-3;H0YER7;E9PQK6	+
G3V1L9	
G3V1M9;P04280;A0A0D9SET1;G3V1R1;G5E9X6	
G3V1N2	
Q969J3;G3V1P3;Q969J3-2	
G3V1Q4;Q5JXL7;Q6ZU15	+
Q6ZUT9;Q6ZUT9-2;G3V1S3;Q6ZUT9-4;H0YGE5;Q6ZUT9-3	
Q9Y324;G3V5S9;G3V1S4;G3V2M5	
Q92839;G3V1S7;M0R2V0;M0QXH4;M0R1L3	
G3V1V0;F8W1R7;B7Z6Z4;F8VPF3;H0YI43	
P37023;G3V1W8;E7EN07;H3BTZ2;F8W0N2	
G3V1Y7	+
G3V1Y8;Q86U10;Q86U10-3;H0YHD3;H0YHG5	
O75334;G3V200;O75334-5;O75334-4;O75334-3;H0YHK3;O75334-6;O75334-2;O75334-7;O75334-8;H0YH95;H0YHJ4;F8W1Y8;F8VYK7;O75335-1;F8VWG6;H0YIJ4;F8VWR9;A0A0C4DGR8;A0A0C4DGR7	
Q07020;G3V203;J3QQ67;H0YHA7;Q07020-2;F8VUA6;F8VYV2;A0A075B7A0;F8VXR6	
Q6PJT7-4;G3V256;G3V3Y4;G3V3R9;G3V572;G3V240;G3V473;A0A087WTC9;H0YJ51;Q6PJT7-8;H0YJ87;G3V2X4	
Q07352;G3V2D5;G3V2P5;G3V515	
Q14626;G3V2G0;Q14626-2;G3V571	
G3V2H0	+
P59768;G3V3J9;G3V2N0;G3V2C9;G3V415	
G3V2N3;P54821-2;P54821	
P07910;G3V2Q1;G3V576;P07910-3;G3V555;G3V575	
P07311;G3V2U7;G3V3F8	
Q9UK55;G3V2W1	
G3V325;O75127;P56134-4;P56134-2;C9JJT5;C9JU26;C9JGL8	
G3V392	
G3V3A0;A0A087WY93	
G3V5P8;G3V3B2;G3V4K0;O95406	
G3V3F7;Q96KN7;Q96KN7-6;Q96KN7-5;G3V3I7;Q96KN7-3;Q96KN7-2;H0YIY1;G3V236;Q96KN7-4	
G3V3G9;Q5TAQ9;V9GY54;Q5TAQ9-2;Q5TAQ8;V9GZ39;Q5TAQ7;Q5TAQ5;V9GYQ9;A6NGE4;Q5TAQ6;V9GY98	
Q14767;G3V511;G3V3X5	
G3V3Y1;Q8N8N7-2	+
P07910-2;G3V4C1;B2R5W2;P07910-4;G3V2D6;O60812;B7ZW38;B2RXH8;P0DMR1;A0A0G2JPF8;A0A0G2JNQ3	
Q9H9C1;G3V4K3;Q9H9C1-2;G3V549	
G3V4L3	+
G3V4S2	
G3V4T6;A0A0C4DFM0;G3V5T0;A0A0A0MR33;G3V267;O43708-2;G3V3B9;G3V5U6;G3V5G8;H0YJN8	
Q96NE9-2;G3V4T7;Q96NE9;Q96NE9-3;H0YJC1;H0YJ19;G3V2L4	
Q9UBX5;G3V4U0;G3XA98;G3V3Y2	
Q9GZR7;G3V529;Q9GZR7-2;F5GYL3;A0A087WXU8	
G3V542	
Q9HBF4;G3V5N8;Q9HBF4-3;Q9HBF4-2	
G3V5R9;Q07866-9;Q07866;G3V3H3;Q07866-5	+
P24941;G3V5T9;P24941-2;E7ESI2;G3V317;K7EJ83	
G3V5V7	
Q99973;G3V5X7;Q99973-2;G3V470;G3V591	
Q9Y2Z9;G3XA86;Q9Y2Z9-3;A0A0D9SFJ1;Q9Y2Z9-2;G3V3A1;G3V434;G3V2L5;G3V4A6	
Q9BXS9-3;G3XAC1;Q9BXS9;Q86YZ4;Q9BXS9-5;Q9BXS9-7;Q9BXS9-4;Q9BXS9-2;F8W9I8;C9J6Y3;C9JKR6;A0A0C4DFT5;Q9BXS9-6	
Q96ME7;G3XAG1;Q96ME7-3;Q96ME7-2	
P51793;G3XAG5;P51793-2	
Q13216;G3XAG7;Q13216-2	
G3XAH0;Q99719-2	
P07942;G3XAI2;E7EPA6;E9PCS6;C9J296	
P26927;G3XAK1;H7C0F8	
Q15629;G3XAN4;Q15629-2	
Q9Y5J9;G3XAN8;E9PIR3	
G3XAP6;P49747-2;P49747	
O95248;O95248-4;G5E933;H0Y5W8	
G5E950;P15502-11	
G5E972;P42167-3	
G5E9A6;P51784;Q5JXD3	
Q9HB58;G5E9C0;Q9HB58-5;Q9HB58-3;Q9HB58-7;Q9HB58-6;Q9HB58-2;Q9HB58-4;E9PHK4;E7EM70;C9JZQ4	
Q15653;I3L4X3;G5E9C2;Q15653-2;I3L1A4	
Q07889;G5E9C8;Q07889-2;C9K0N6	
G5E9P6	+
P35080-2;G5E9Q6;C9J0J7	
G5E9Q7;H0Y5Q7	+
Q969F9;G5E9V4;Q969F9-2;H7C5G2	
P82650;G5E9W7;G5E9V5;H7C5H3;H7C5L9;H7C5F2;P82650-2;C9J5D8	
Q53H76;G5E9W0;Q53H76-2;Q53H76-3;H7C4H1;Q53H76-4	
Q9P2E5;G5E9W2;Q9P2E5-2;H7C5L5;C9JZF7	
Q9NUV9;G5E9W9;C9IZQ3	
G5E9Z2	
Q9UPQ0-3;G5EA03;Q9UPQ0-8;Q9UPQ0-6;E9PDJ9;E7EPK0;H0Y8P3;Q9UPQ0-9;Q9UPQ0-5;D6RJ93;D6R8Y0;Q6NVB9;Q9UPQ0-7;D6RGH8	+
O00560-2;G5EA09;B4DHN5;E9PBU7	
G5EA23;G3V1A0	+
Q92879-4;G5EA30;Q92879;Q92879-2;Q92879-3;Q92879-6;Q92879-5;E9PSH0;E9PKU1;E9PQK4;F5H0D8;E9PKA1;F5H4Y5;F5H3J7	
Q9Y606;G8JLB3;Q9Y606-2;F5GXL3;F5GY32;F5H168	
P31943;G8JLB6;E9PCY7;D6RBM0;D6RIU0;H0YB39;E5RGV0;D6RFM3;D6RIT2;D6RAM1;D6R9T0;E7EN40;D6RDU3;D6RJ04;D6RIH9;H0YBD7;E7EQJ0;D6RDL0;E5RGH4;H0YBG7;D6RF17;H0YAQ2;D6R9D3;E5RJ94	
Q15517;Q2L6G8;G8JLG2	
Q9Y484;G8JLI5;Q9Y484-2;Q9Y484-3;C9J471;H0Y329;C9JYH8;C9JE01;C9JUS5;C9JBX7;C9J0A8;C9JVT3;C9J5L0;H7C5B4	
G8JLK1;M0QZE0;Q9NZ43-3;M0QZZ6	
G9CGD6;Q8WWN9;E5RGN6;E5RGB6;E5RJQ7;G3V132;Q8WWN9-2;E5RK08	
P14406;H0UI06;D6R9C3;D6RIE3;D6RGV5	
Q8IXH7;Q8IXH7-4;X6RLT1;H0UI80;Q8IXH7-3	
Q96FX7;H0Y2Q1	
H0Y2S1;O43824	
H0Y2S9;H0Y7E2;J3QRL2;K7EL39	
H0Y2U5;H7C471;H0Y5R9	+
H0Y300;J3QR68;A0A0C4DGL8;A0A087WU08	+
H0Y304	
Q5TKA1;H0Y322;Q5TKA1-2;C9J5J4;H7C4T7;Q5TKA1-3	
Q9H8U3;H0Y398;C9JQ48;E2QRF5	
Q99758;H0Y3H2;Q99758-2	
H0Y3K4;H7C0H2;H7BXM6	
Q9UPP1;H0Y3N9;Q9UPP1-2;Q9UPP1-5;H0Y589	
H0Y400	
H0Y412	
H0Y4E8;Q9Y2K2-4;H0Y494;H7C3X8;Q9Y2K2-2;H7C038;H7C042	
Q6NUI6;H0Y4I5;Q6NUI6-2;B0QYT2	
H0Y4J7	
H0Y4R1;E7ETK5	
Q8IUA7;H0Y4U7;Q8IUA7-4;Q8IUA7-3;Q8IUA7-2;Q8IUA7-5	
H0Y542;O75363-2;O75363;A0A0A0MRP7;G3XAF7;H7C1E7	
H0Y561	+
H0Y5B0;E9PMG5	
O95260;H0Y5C2;B4DK25	+
H0Y5C6	
H0Y5F3	+
P48594;H0Y5H9;C9JZ65	
Q9Y282;H0Y5K5;Q9Y282-3;H0Y621;Q9Y282-2;A6PVJ2;A0A0C4DH46;H0Y802;H0Y6Z0	
H0Y5N9;H0Y991	
Q14687;H0Y613;Q14687-2;Q14687-3	
H0Y6A0	
Q92622;H0Y6E6;Q92622-3;Q92622-2;H7C357;E9PEM3	
Q8IXM6;H0Y6T6;Q8IXM6-2	
Q1RMZ1;H0Y6Y0	
Q96G21;H0Y714;E7ENR5;B8ZZ47;B9A008;F8WCN0	
P28067;H0Y732;F6S093;Q5SP00;A2AAT8	
P08637;H0Y755;M9MML0;C9JC71	
Q9Y4B4;H0Y760	
P62158;H0Y7A7;E7ETZ0;E7EMB3;M0QZ52;F8WBR5;G3V479	
Q8NFD5;Q8NFD5-3;H0Y7H8;Q8NFD5-2;Q8NFD5-4;H0Y2R3;H0Y3S9	
H0Y7J9	
Q9UG56;H0Y7P7;Q9UG56-2;B1AKM8;B1AKM6	
O96017;H0Y820;O96017-13;O96017-4;O96017-9;O96017-11;O96017-12;B7ZBF6	
H0Y858;Q9NR96-4;Q9NR96;Q9NR96-2;Q9NR96-5;Q9NR96-3	+
Q9P246;Q9P246-2;H0Y860;H7C5A5;Q9P246-3;R4GN82;R4GMP0;R4GNC5;H7C5C6	
O43674;H0Y886;E7EWP0;O43674-2;H7C568;A0A087WYD0	
H0Y8E6	+
H0Y8L5;D6RD42	
H0Y8T6	
H0Y8U5	
H0Y8W5	
O43598;H0Y8X4;O43598-2	
H0Y905	
H0Y931	
H0Y933;H0Y8X8	
H0Y960	+
Q96J42;H0Y997;Q96J42-2;H0Y928;D6RBD9;D6RB48	
H0Y9D7;H0YAB8	+
P53779;P53779-2;H0Y9H3;P53779-3;Q499Y8;A8MWW6;P53779-4	+
H0Y9S9	
Q96LI5;H0Y9Z5;H0Y9C1;Q96LI5-2;D6RGK9;H0YA76	
H0YA14	+
P52824;H0YA20;H0Y8Q7	
Q9H0N5;H0YA52	
H0YA56	+
P63146;H0YA80;H0Y9V2	
H0YAB3	+
H0YAC1;P03952;E9PBC5;C9J075;C9JCT1;A0A0C4DGJ9;P20718	
H0YAE8;Q14493;E7EUV9;F8W8D3;H7C4H8;Q14493-2	
H0YAH0;A0A087X2C4;A0A087X0C9	
H0YAR2;H0YB86	+
Q8IZN3;H0YAX0;Q8IZN3-2	
H0YB76	
Q86VQ6;H0YBI6;H0YBQ0;E5RJ58	
H0YBX2;E5RK70;E5RG62;E5RID7;E5RI69;E5RJY6	+
Q15390;H0YBZ4;Q15390-2;H7C5V5;H0YF01	
H0YC74	
H0YCE8	+
H0YCK3;P55265-2;P55265-3	
H0YCN4;H0Y9C5;J3QQL8	+
H0YD31	+
H0YD69	
Q8WXA3;H0YD93;Q8WXA3-2;Q8WXA3-3;Q8WXA3-4;Q8WXA3-5;X6R3F0;Q5TC51;S4R3P2	
H0YDB2	
H0YDF9	+
H0YDN1	
H0YDP7	+
H0YDQ3	
H0YDS0	+
Q8N699;H0YDV5	
P28347;H0YE88;J3KP52;P28347-2;E9PKB7;H0YEJ9;Q15561;A0A0A0MRF3;Q53GI4;Q15561-3;Q15562;H0YCZ6;H0YGS2;Q15562-2;Q15562-4;H0Y7B0;H0YG62;Q15561-2	
O60232;H0YEB6;G3V1B8;H0YEK1;E9PN57;E9PK41	
H0YEF7;H0YD48;H0YEH1;H0YE97;H0YEY8	
H0YEF9	+
H0YEU0	+
H0YEV9	+
H0YEW4	+
H0YFE4	+
H0YFM0	
H0YFT9	
H0YGD6	+
Q15040;H0YGT9;B0QY55;B0QY57;B0QY56;B0QY58	
Q9HBU6;H0YH69;Q9HBU6-2	
H0YH82	+
H0YHE2;Q8WYA0-3;H0YIR4	+
H0YHG0;H0YHH1;H0YIP3;H0YHR6	
H0YHL1	+
Q96QF0;H0YI02;J3KPG1;Q96QF0-3;Q96QF0-4;Q96QF0-2;Q96QF0-5;Q96QF0-7;Q96QF0-6;Q96QF0-8;H0YI66;H0YD03;F8VNX9	
Q9H8H3;H0YI09;F8VQX6	
O95390;H0YI30	
H0YI37	
H0YIS9	
H0YIV9;O43716;F8VRU3;J3KMY1	
H0YJ34;H0YJB6	
H0YJ92;H0YJF2	
H0YJE6	+
H0YJG0;H0YJK0	
H0YJH7	+
H0YJP0;H0YJ72	+
H0YJW9	
H0YK48	
H0YK59	+
O43315;H0YK62	
H0YKA5	+
H0YKB1	+
Q04726;Q04726-2;H0YKT5;H0YKN8;H0YL70;Q04726-7;Q04726-5;Q04726-3;A0A0D9SES8;Q04726-6;Q04726-4;H0YNT2;H0YLI3;H0YKH0;H0YLW9	
H0YKQ8;H0YMQ9;H0YKE6;H0YNJ5;J3QSF2;H0YKJ2;H0YKL8	+
Q7Z4M0;H0YKR2	+
Q9HA82;H0YMY6;H0YLY3;H0YKR4;H0YNR6;H0YN04;H0YKS3;H0YKC9	
H0YKR7	+
H0YKT8	
P61769;H0YL18	
H0YL33;H0YN28;H0YNA0;H0YN52;H0YLE2	
H0YL52;H0YKJ4	
H0YL90	+
H0YLF3	
P40424;P40424-2;H0YLF5;P40424-3;H0YKH1;A0A087X0P4;A0A0A0MTI0;H0YLB0;H0YLD4;H0YLT4;F8WA05;H0YLM3;H0Y5D0;P40426-4;P40426-3	
Q6IQ32;H0YLN6;H0YM09	+
Q96QT4;H0YLN8;A0A0C4DGL2	
H0YLY0	
H0YM31;A0A0A0MS74	+
O15178;H0YM91;J3KP65;O15178-2;O60806;H0Y5A7	+
H0YMQ4;Q6P050;R4GNI3	
H0YMT9	
Q71UM5;H0YMV8;C9JLI6;C9J1C5	
H0YN18;H0YKS0;H0YMV3	+
Q9BW66;H0YN33;Q9BW66-3;H0YKY0;Q9BW66-2	
H0YN48	+
H0YNA2	
H0YNF5	
H0YNJ6;Q9P2T1-2;H0YLV5;H0YKK3;H0YN74	+
O94923;H0YNP1	
Q13449;H3BLU2;F5H5G1	
H3BLW6;H0YCP6	
Q1ZZU3;H3BLW9;H7C3F2;H7C5E9;V9GZ11;V9GYD7	
Q92841;H3BLZ8;Q92841-3;Q92841-1;Q92841-2	
P23975;H3BM11;H3BRE9;P23975-3;P23975-2;H3BRS0;H3BML6;H3BMY5	
Q9Y5A7;H3BM14;H3BM74;Q9Y5A7-2;F8WDB6;C9JRT6;C9J7X7;H7C5N1;F8WDL9;H7C5E1	
H3BM45;Q8N957	
O60936;H3BM67;H3BUP2;H3BUN4;O60936-3;O60936-1;H3BQJ5;J3QLT7	
Q6FIF0;H3BM82;Q6FIF0-2	
H3BM86	
H3BMD2	
P56211;H3BMD8;P56211-2;H3BQ52;H3BTD3	
Q9H2V7;Q9H2V7-3;H3BMF4;Q9H2V7-2;Q9H2V7-4;H3BPQ9;H3BR82;H3BPT8;Q9H2V7-5;H3BT44	
Q9NXF8;H3BMI0;Q9NXF8-2	
Q15287;H3BV80;H3BMM9;H3BTC0;Q15287-3;Q15287-2;H3BPG5;H3BMS0	
P49815;P49815-3;P49815-4;H3BMQ0;P49815-5;P49815-2;P49815-7;P49815-6;H3BQK4;P49815-8;H3BQY7;H3BNT5;I3L3B1;Q5HYF7	
Q9UHA3;H3BMQ2	
H3BMW4;Q9BTX3;J3KRY7;Q9BTX3-2	
H3BN01	+
P20702;H3BN02	
H3BN98;I3L246;H3BV27;H3BT37;I3L303;Q15041;H3BPJ2;Q15041-2;Q15041-3	
H3BND8;I3L2D8;REV__J3QKR9	+
H3BNN8;H3BTB6;H3BRC3	+
Q99547;H3BNT4;H3BSB3;H3BNK8;H3BU96	
H3BNU0	
H3BNX8;H3BRI0	+
P06865;H3BP20;H3BS10;H3BTD4;H3BU85;A0A087WUJ7;P06865-2;H3BRP6;A0A087WTY2;H3BVH8;H3BT62;H3BQ04	
Q99807;H3BP28;Q99807-2;H3BTN8;I3L1T0;H3BSZ3;H3BS11	
H3BPE1;H3BQK9;H0Y4F5;E9PS75	
H3BPE7	
H3BQX6;H3BPK2;P25713	
Q13286;H3BPM8;Q13286-4;Q13286-2;Q13286-7;Q13286-3;Q13286-6;O95090;Q9UBD8;Q13286-5;H3BPL0;H3BRU8;Q9UBH5;H3BR84;H3BNK7	
H3BPS8	+
Q8NDF8-5;Q8NDF8;H3BQM0;Q8NDF8-3;Q8NDF8-2;Q8NDF8-4;E9PC61	
H3BR11	+
Q9BTE1;H3BR94;Q9BTE1-2;H3BUD2;H3BS05;Q9BTE1-3;I3L0U8	
Q14807;H3BRB3;Q14807-2;H3BTH5	
Q8ND25;H3BRB6;J3KTB9;Q8ND25-2	
Q96K21;H3BRF9;Q96K21-2;H3BN64;Q96K21-4;H3BRM1;H3BUW6	
Q9BXC9;H3BRL0;H3BQ79;H3BNS7;J3QLW0;J3QKP7	
O14562;H3BRL3;H3BUM8	
P80404;H3BRN4;H3BNQ7;H3BPW8;H3BMJ9;H3BRJ1;H3BRT1	
Q9H5H4;H3BS42	
O75309;H3BSG2;O75309-4;O75309-2;I3L418;H3BSV3;J3QLA1	
Q66K89;H3BUJ7;H3BSL4	
Q96GQ5;H3BSM7;H3BR29;Q96GQ5-2;H3BTA0;H3BS97;I3L2V0	
Q9UL45;H3BST1;H3BNE3;H3BR42;H3BPR6;H3BRA4;H3BU57;H3BN13;Q9UL45-2	
Q2VPK5;H3BSW6;Q2VPK5-3;Q2VPK5-5;H3BPG4	
H3BT46;H3BPU7	+
Q96S86;H3BTH8;H3BRY4;H3BT26;Q86UW8	
